"Brad Hammond. ""Merge replication in Microsoft's SQL server 7.0"". International Conference on Management of Data, 1999.",Merge replication in Microsoft's SQL server 7.0 by Brad Hammond
"Rich Finkelstein (1995). ""The new middleware"". ACM SIGMOD Record .",The new middleware by Rich Finkelstein
"H. J. Schek. ""Special issue on spatial database systems"". The VLDB Journal -- The International Journal on Very Large Data Bases , 1994.",Special issue on spatial database systems by H. J. Schek
"Martin Bertram. ""Data modelling in the large"". ACM SIGMOD Record , 1994.",Data modelling in the large by Martin Bertram
Kestutis Ivinskis. 1995. High availability of commercial applications. In International Conference on Management of Data.,High availability of commercial applications by Kestutis Ivinskis
Jeffrey D. Ullman. 2003. Improving the efficiency of database-system teaching. In International Conference on Management of Data.,Improving the efficiency of database-system teaching by Jeffrey D. Ullman
"Jignesh Patel. ""Systems and prototypes"". ACM SIGMOD Record , 2002.",Systems and prototypes by Jignesh Patel
"H. V. Jagadish. ""Information warfare and security"". ACM SIGMOD Record , 2001.",Information warfare and security by H. V. Jagadish
"Anant Jhingran. ""Moving up the food chain: supporting e-commerce applications on databases"". ACM SIGMOD Record , 2000.",Moving up the food chain: supporting e-commerce applications on databases by Anant Jhingran
Wesley P. Melling. 1994. Enterprise information architectures-they're finally changing. In International Conference on Management of Data.,Enterprise information architectures-they're finally changing by Wesley P. Melling
"Dean Kuo (1996). ""Model and verification of a data manager based on ARIES"". ACM Transactions on Database Systems (TODS) .",Model and verification of a data manager based on ARIES by Dean Kuo
"Dean Kuo (1996). ""Model and verification of a data manager based on ARIES"". ACM Transactions on Database Systems (TODS) .",Model and verification of a data manager based on ARIES by Dean Kuo
"Kenneth R. Jacobs (1997). ""Innovation in Database Management: Computer Science vs. Engineering"". Very Large Data Bases.",Innovation in Database Management: Computer Science vs. Engineering by Kenneth R. Jacobs
"Christoph Bussler. ""The role of B2B engines in B2B integration architectures"". ACM SIGMOD Record , 2002.",The role of B2B engines in B2B integration architectures by Christoph Bussler
Karl Aberer. 2003. Book review column. In ACM SIGMOD Record .,Book review column by Karl Aberer
"Leonid Libkin (2002). ""Database principles"". ACM SIGMOD Record .",Database principles by Leonid Libkin
Vijay V. Raghavan. 1996. Loading the Data Warehouse Across Various Parallel Architectures. In Very Large Data Bases.,Loading the Data Warehouse Across Various Parallel Architectures by Vijay V. Raghavan
Jan Van den Bussche. 2000. Constraint databases: a tutorial introduction. In ACM SIGMOD Record .,Constraint databases: a tutorial introduction by Jan Van den Bussche
"Sherif Danish (1998). ""Building database-driven electronic catalogs"". ACM SIGMOD Record .",Building database-driven electronic catalogs by Sherif Danish
"Stanley Y. W. Su (1995). ""Special system-oriented section: the best of SIGMOD '94"". The VLDB Journal -- The International Journal on Very Large Data Bases .",Special system-oriented section: the best of SIGMOD '94 by Stanley Y. W. Su
"H. V. Jagadish (1995). ""The INCINERATE data model"". ACM Transactions on Database Systems (TODS) .",The INCINERATE data model by H. V. Jagadish
Clark D. French. 1995. One size fits all database architectures do not work for DSS. In International Conference on Management of Data.,One size fits all database architectures do not work for DSS by Clark D. French
"Len Seligman (2002). ""Industry perspectives"". ACM SIGMOD Record .",Industry perspectives by Len Seligman
"Karl Aberer. ""Book review column"". ACM SIGMOD Record , 2003.",Book review column by Karl Aberer
"Jan Chomicki (1995). ""Efficient checking of temporal integrity constraints using bounded history encoding"". ACM Transactions on Database Systems (TODS) .",Efficient checking of temporal integrity constraints using bounded history encoding by Jan Chomicki
Joseph Y. Halpern. 2000. Hypothetical knowledge and counterfactual reasoning. In Very Large Data Bases.,Hypothetical knowledge and counterfactual reasoning by Joseph Y. Halpern
John R. Smith. 2001. Standard for multimedia databases. In International Conference on Management of Data.,Standard for multimedia databases by John R. Smith
"CORPORATE Object Database Management Group. ""Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc."". ACM SIGMOD Record , 1994.","Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc. by CORPORATE Object Database Management Group"
"R. G. G. Cattell (1994). ""ODMG-93: a standard for object-oriented DBMSs"". International Conference on Management of Data.",ODMG-93: a standard for object-oriented DBMSs by R. G. G. Cattell
"Ron Sacks-Davis (1996). ""The Structured Information Manager: A Database System for SGML Documents"". Very Large Data Bases.",The Structured Information Manager: A Database System for SGML Documents by Ron Sacks-Davis
T. K. Rengarajan. 1996. How System 11 SQL Server Became Fast. In Very Large Data Bases.,How System 11 SQL Server Became Fast by T. K. Rengarajan
"Dan Suciu (1999). ""Managing Web data"". International Conference on Management of Data.",Managing Web data by Dan Suciu
"John R. Smith (2001). ""Standard for multimedia databases"". International Conference on Management of Data.",Standard for multimedia databases by John R. Smith
"Akmal B. Chaudhri. ""An annotated bibliography of benchmarks for object databases"". ACM SIGMOD Record , 1995.",An annotated bibliography of benchmarks for object databases by Akmal B. Chaudhri
"Ya-Hui Chang (2003). ""A graphical query language for mobile information systems"". ACM SIGMOD Record .",A graphical query language for mobile information systems by Ya-Hui Chang
Leonid Libkin. 2003. Database principles. In ACM SIGMOD Record .,Database principles by Leonid Libkin
"Hugh Darwen. 1996. In reply to Domains, relations and religious wars. In ACM SIGMOD Record .","In reply to Domains, relations and religious wars by Hugh Darwen"
"H. J. Schek (1994). ""Special issue on spatial database systems"". The VLDB Journal -- The International Journal on Very Large Data Bases .",Special issue on spatial database systems by H. J. Schek
"Andrew Eisenberg (1996). ""New standard for stored procedures in SQL"". ACM SIGMOD Record .",New standard for stored procedures in SQL by Andrew Eisenberg
"M. Tamer Ozsu (2003). ""New partnership with ACM and update on the journal"". The VLDB Journal -- The International Journal on Very Large Data Bases .",New partnership with ACM and update on the journal by M. Tamer Ozsu
"Hannu Toivonen. ""Sampling Large Databases for Association Rules"". Very Large Data Bases, 1996.",Sampling Large Databases for Association Rules by Hannu Toivonen
"Daniel S. Whelan (1998). ""FileNet integrated document management database usage and issues"". International Conference on Management of Data.",FileNet integrated document management database usage and issues by Daniel S. Whelan
"Ramesh Bhashyam (1996). ""TPC-D: The Challenges, Issues and Results"". Very Large Data Bases.","TPC-D: The Challenges, Issues and Results by Ramesh Bhashyam"
Alon Y. Halevy. 2003. Learning about data integration challenges from day one. In ACM SIGMOD Record .,Learning about data integration challenges from day one by Alon Y. Halevy
Jim Gray. 1995. Parallel database systems 101. In International Conference on Management of Data.,Parallel database systems 101 by Jim Gray
"Kenneth A. Ross. ""Reminiscences on Influential Papers"". ACM SIGMOD Record , 2000.",Reminiscences on Influential Papers by Kenneth A. Ross
"Luca Cardelli (2001). ""Describing semistructured data"". ACM SIGMOD Record .",Describing semistructured data by Luca Cardelli
Eric Kintzer. 2000. Going beyond personalization: rule engines at work. In International Conference on Management of Data.,Going beyond personalization: rule engines at work by Eric Kintzer
"Karl Aberer. ""Book reviews"". ACM SIGMOD Record , 2002.",Book reviews by Karl Aberer
Bob Gerber. 1995. Informix online XPS. In International Conference on Management of Data.,Informix online XPS by Bob Gerber
Vijay V. Raghavan. 1996. Loading the Data Warehouse Across Various Parallel Architectures. In Very Large Data Bases.,Loading the Data Warehouse Across Various Parallel Architectures by Vijay V. Raghavan
"Sergio Greco. ""Binding Propagation in Disjunctive Databases"". Very Large Data Bases, 1998.",Binding Propagation in Disjunctive Databases by Sergio Greco
James Chong. 1998. Real business processing meets the Web. In International Conference on Management of Data.,Real business processing meets the Web by James Chong
Jiawei Han. 1996. Data mining techniques. In International Conference on Management of Data.,Data mining techniques by Jiawei Han
"Bassel Ojjeh. ""Microsoft site server (commerce ed.): Talk-slides available at the conference"". International Conference on Management of Data, 1999.",Microsoft site server (commerce ed.): Talk-slides available at the conference by Bassel Ojjeh
"Frank Manola (1998). ""Towards a richer Web object model"". ACM SIGMOD Record .",Towards a richer Web object model by Frank Manola
"Won Kim (1995). ""Editorial: Charter and scope"". ACM Transactions on Database Systems (TODS) .",Editorial: Charter and scope by Won Kim
Gary Hallmark. 1995. The Oracle Warehouse. In Very Large Data Bases.,The Oracle Warehouse by Gary Hallmark
"Clark D. French (1995). ""One size fits all database architectures do not work for DSS"". International Conference on Management of Data.",One size fits all database architectures do not work for DSS by Clark D. French
"Marianne Winslett (1994). ""Progress on HPCC and NII"". ACM SIGMOD Record .",Progress on HPCC and NII by Marianne Winslett
Karl Aberer. 2003. Guest editor's introduction. In ACM SIGMOD Record .,Guest editor's introduction by Karl Aberer
"Alexandros Labrinidis (2002). ""Career forum"". ACM SIGMOD Record .",Career forum by Alexandros Labrinidis
Praveen Seshadri. 1998. PREDATOR: a resource for database research. In ACM SIGMOD Record .,PREDATOR: a resource for database research by Praveen Seshadri
"Jia Liang Han. ""Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations"". The VLDB Journal -- The International Journal on Very Large Data Bases , 1998.","Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations by Jia Liang Han"
Walt Kohler. 1999. EMC information sharing: direct access to MVS data from UNIX and NT. In International Conference on Management of Data.,EMC information sharing: direct access to MVS data from UNIX and NT by Walt Kohler
"CORPORATE The Paradise Team. ""Paradise: a database system for GIS applications"". International Conference on Management of Data, 1995.",Paradise: a database system for GIS applications by CORPORATE The Paradise Team
"Peter Spiro. 1998. Ubiquitous, self-tuning, scalable servers. In International Conference on Management of Data.","Ubiquitous, self-tuning, scalable servers by Peter Spiro"
Christoph Bussler. 2002. The role of B2B engines in B2B integration architectures. In ACM SIGMOD Record .,The role of B2B engines in B2B integration architectures by Christoph Bussler
"Andrew Eisenberg (2001). ""Standards"". ACM SIGMOD Record .",Standards by Andrew Eisenberg
